orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXNAV-SWG-a2bMntRd-SMBR-20250307-001,SWG,LUNCH,1,a2bMntRd,SMBR,QBXNAV,20250307,ORDER_92
1,QBXNAV-SWG-a2bMntRd-SMBR-20250307-002,SWG,LUNCH,1,a2bMntRd,SMBR,QBXNAV,20250307,ORDER_92
1,QBXNAV-SWG-a2bMntRd-SMBR-20250307-003,SWG,LUNCH,1,a2bMntRd,SMBR,QBXNAV,20250307,ORDER_92
1,QBXNAV-SWG-a2bMntRd-SMBR-20250307-004,SWG,LUNCH,1,a2bMntRd,SMBR,QBXNAV,20250307,ORDER_92
1,QBXNAV-SWG-a2bMntRd-SMBR-20250307-005,SWG,LUNCH,1,a2bMntRd,SMBR,QBXNAV,20250307,ORDER_92
1,QBXNAV-SWG-SRRCHB-MB-20250307-006,SWG,LUNCH,1,SRRCHB,MB,QBXNAV,20250307,ORDER_93
1,QBXNAV-SWG-SRRCHB-MB-20250307-007,SWG,LUNCH,1,SRRCHB,MB,QBXNAV,20250307,ORDER_93
1,QBXNAV-SWG-SRRCHB-MB-20250307-008,SWG,LUNCH,1,SRRCHB,MB,QBXNAV,20250307,ORDER_93
1,QBXNAV-SWG-SRRCHB-MB-20250307-009,SWG,LUNCH,1,SRRCHB,MB,QBXNAV,20250307,ORDER_93
1,QBXNAV-SWG-SRRCHB-MB-20250307-010,SWG,LUNCH,1,SRRCHB,MB,QBXNAV,20250307,ORDER_93
