orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-001,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-002,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-003,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-004,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-005,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-006,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-007,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-008,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-009,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-010,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-011,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
1,QBXNAV-SWG-CHBMntRd-CHB-20250309-012,SWG,LUNCH,1,CHBMntRd,CHB,QBXNAV,20250309,ORDER_137
