qboxRemoteLocation,restaurantCode,partnerCode,orderStatusCd,orderedBy,partnerPurchaseOrderId,partnerFoodCode,uniqueCode,mealTimeCode,foodTransactionDate
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SIVM,QBXSHO-SWG-a2bMntRd-SIVM-20250302-001,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SIVM,QBXSHO-SWG-a2bMntRd-SIVM-20250302-002,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SIVM,QBXSHO-SWG-a2bMntRd-SIVM-20250302-003,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SIVM,QBXSHO-SWG-a2bMntRd-SIVM-20250302-004,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SIVM,QBXSHO-SWG-a2bMntRd-SIVM-20250302-005,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SMBR,QBXSHO-SWG-a2bMntRd-SMBR-20250302-006,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SMBR,QBXSHO-SWG-a2bMntRd-SMBR-20250302-007,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SMBR,QBXSHO-SWG-a2bMntRd-SMBR-20250302-008,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SMBR,QBXSHO-SWG-a2bMntRd-SMBR-20250302-009,LUNCH,20250302
QBXSHO,a2bMntRd,SWG,1,1,ORDER_6,SMBR,QBXSHO-SWG-a2bMntRd-SMBR-20250302-010,LUNCH,20250302
