qboxRemoteLocation,restaurantCode,partnerCode,orderStatusCd,orderedBy,partnerPurchaseOrderId,partnerFoodCode,uniqueCode,mealTimeCode,foodTransactionDate
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_00001,SIVM,1MAA-SWG-A2B-SIVM-20250201-0001,LUNCH,20250201
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_00001,SIVM,1MAA-SWG-A2B-SIVM-20250201-0002,LUNCH,20250201
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_00001,SIVM,1MAA-SWG-A2B-SIVM-20250201-0003,LUNCH,20250201
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_00001,SIVM,1MAA-SWG-A2B-SIVM-20250201-0004,LUNCH,20250201
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_00001,SIVM,1MAA-SWG-A2B-SIVM-20250201-0005,LUNCH,20250201
QBXNGM,CHBMntRd,SWG,1,1,SWIGGY_00002,CHB,1MAA-SWG-A2B-CHB-20250201-0006,LUNCH,20250201
QBXNGM,CHBMntRd,SWG,1,1,SWIGGY_00002,CHB,1MAA-SWG-A2B-CHB-20250201-0007,LUNCH,20250201
QBXNGM,CHBMntRd,SWG,1,1,SWIGGY_00002,CHB,1MAA-SWG-A2B-CHB-20250201-0008,LUNCH,20250201
QBXNGM,CHBMntRd,SWG,1,1,SWIGGY_00002,CHB,1MAA-SWG-A2B-CHB-20250201-0009,LUNCH,20250201
QBXNGM,CHBMntRd,SWG,1,1,SWIGGY_00002,CHB,1MAA-SWG-A2B-CHB-20250201-00010,LUNCH,20250201
QBXNGM,SRRCHB,SWG,1,1,SWIGGY_00003,MB,1MAA-SWG-A2B-MB-20250201-00011,LUNCH,20250201
QBXNGM,SRRCHB,SWG,1,1,SWIGGY_00003,MB,1MAA-SWG-A2B-MB-20250201-00012,LUNCH,20250201
QBXNGM,SRRCHB,SWG,1,1,SWIGGY_00003,MB,1MAA-SWG-A2B-MB-20250201-00013,LUNCH,20250201
QBXNGM,SRRCHB,SWG,1,1,SWIGGY_00003,MB,1MAA-SWG-A2B-MB-20250201-00014,LUNCH,20250201
QBXNGM,SRRCHB,SWG,1,1,SWIGGY_00003,MB,1MAA-SWG-A2B-MB-20250201-00015,LUNCH,20250201
QBXADY,a2bMntRd,SWG,1,1,SWIGGY_00004,SIVM,1MAA-SWG-A2B-SIVM-20250201-00016,LUNCH,20250201
QBXADY,a2bMntRd,SWG,1,1,SWIGGY_00004,SIVM,1MAA-SWG-A2B-SIVM-20250201-00017,LUNCH,20250201
QBXADY,a2bMntRd,SWG,1,1,SWIGGY_00004,SIVM,1MAA-SWG-A2B-SIVM-20250201-00018,LUNCH,20250201
QBXADY,a2bMntRd,SWG,1,1,SWIGGY_00004,SIVM,1MAA-SWG-A2B-SIVM-20250201-00019,LUNCH,20250201
QBXADY,a2bMntRd,SWG,1,1,SWIGGY_00004,SIVM,1MAA-SWG-A2B-SIVM-20250201-00020,LUNCH,20250201
QBXADY,CHBMntRd,SWG,1,1,SWIGGY_00005,CHB,1MAA-SWG-A2B-CHB-20250201-00021,LUNCH,20250201
QBXADY,CHBMntRd,SWG,1,1,SWIGGY_00005,CHB,1MAA-SWG-A2B-CHB-20250201-00022,LUNCH,20250201
QBXADY,CHBMntRd,SWG,1,1,SWIGGY_00005,CHB,1MAA-SWG-A2B-CHB-20250201-00023,LUNCH,20250201
QBXADY,CHBMntRd,SWG,1,1,SWIGGY_00005,CHB,1MAA-SWG-A2B-CHB-20250201-00024,LUNCH,20250201
QBXADY,CHBMntRd,SWG,1,1,SWIGGY_00005,CHB,1MAA-SWG-A2B-CHB-20250201-00025,LUNCH,20250201
QBXADY,SRRCHB,SWG,1,1,SWIGGY_00006,MB,1MAA-SWG-A2B-MB-20250201-00026,LUNCH,20250201
QBXADY,SRRCHB,SWG,1,1,SWIGGY_00006,MB,1MAA-SWG-A2B-MB-20250201-00027,LUNCH,20250201
QBXADY,SRRCHB,SWG,1,1,SWIGGY_00006,MB,1MAA-SWG-A2B-MB-20250201-00028,LUNCH,20250201
QBXADY,SRRCHB,SWG,1,1,SWIGGY_00006,MB,1MAA-SWG-A2B-MB-20250201-00029,LUNCH,20250201
QBXADY,SRRCHB,SWG,1,1,SWIGGY_00006,MB,1MAA-SWG-A2B-MB-20250201-00030,LUNCH,20250201
QBXSH,a2bMntRd,SWG,1,1,SWIGGY_00007,SIVM,1MAA-SWG-A2B-SIVM-20250201-00031,LUNCH,20250201
QBXSH,a2bMntRd,SWG,1,1,SWIGGY_00007,SIVM,1MAA-SWG-A2B-SIVM-20250201-00032,LUNCH,20250201
QBXSH,a2bMntRd,SWG,1,1,SWIGGY_00007,SIVM,1MAA-SWG-A2B-SIVM-20250201-00033,LUNCH,20250201
QBXSH,a2bMntRd,SWG,1,1,SWIGGY_00007,SIVM,1MAA-SWG-A2B-SIVM-20250201-00034,LUNCH,20250201
QBXSH,a2bMntRd,SWG,1,1,SWIGGY_00007,SIVM,1MAA-SWG-A2B-SIVM-20250201-00035,LUNCH,20250201
QBXSH,CHBMntRd,SWG,1,1,SWIGGY_00008,CHB,1MAA-SWG-A2B-CHB-20250201-00036,LUNCH,20250201
QBXSH,CHBMntRd,SWG,1,1,SWIGGY_00008,CHB,1MAA-SWG-A2B-CHB-20250201-00037,LUNCH,20250201
QBXSH,CHBMntRd,SWG,1,1,SWIGGY_00008,CHB,1MAA-SWG-A2B-CHB-20250201-00038,LUNCH,20250201
QBXSH,CHBMntRd,SWG,1,1,SWIGGY_00008,CHB,1MAA-SWG-A2B-CHB-20250201-00039,LUNCH,20250201
QBXSH,CHBMntRd,SWG,1,1,SWIGGY_00008,CHB,1MAA-SWG-A2B-CHB-20250201-00040,LUNCH,20250201
QBXSH,SRRCHB,SWG,1,1,SWIGGY_00009,MB,1MAA-SWG-A2B-MB-20250201-00041,LUNCH,20250201
QBXSH,SRRCHB,SWG,1,1,SWIGGY_00009,MB,1MAA-SWG-A2B-MB-20250201-00042,LUNCH,20250201
QBXSH,SRRCHB,SWG,1,1,SWIGGY_00009,MB,1MAA-SWG-A2B-MB-20250201-00043,LUNCH,20250201
QBXSH,SRRCHB,SWG,1,1,SWIGGY_00009,MB,1MAA-SWG-A2B-MB-20250201-00044,LUNCH,20250201
QBXSH,SRRCHB,SWG,1,1,SWIGGY_00009,MB,1MAA-SWG-A2B-MB-20250201-00045,LUNCH,20250201



