orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-001-6288,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-002-6289,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-003-6290,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-004-6291,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-005-6292,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-006-6293,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-007-6294,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-008-6295,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-009-6296,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
1,QBXSHO-SWG-a2bMntRd-SIVM-20250611-010-6297,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250611,ORDER_415
