orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-001-19504,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-002-19505,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-003-19506,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-004-19507,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-005-19508,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-006-19509,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-007-19510,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-008-19511,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-009-19512,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SSR-20250718-010-19513,SWG,LUNCH,1,SANGSHOL,SSR,QBXNGM,20250718,ORDER_1343
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-011-19514,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-012-19515,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-013-19516,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-014-19517,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-015-19518,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-016-19519,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
1,QBXNGM-SWG-SANGSHOL-SA345-20250718-017-19520,SWG,LUNCH,1,SANGSHOL,SA345,QBXNGM,20250718,ORDER_1344
