qboxRemoteLocation,restaurantCode,partnerCode,orderStatusCd,orderedBy,partnerPurchaseOrderId,partnerFoodCode,uniqueCode,mealTimeCode,foodTransactionDate
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-211,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-221,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-231,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-241,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-251,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-261,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-271,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-281,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-291,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2101,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2111,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2121,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2131,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2141,LUNCH,20250110
QBXNGM,a2bMntRd,SWG,1,1,SWIGGY_67356171,SIVM,MAA-SWG-A2B-SIVM-20240505-951-2151,LUNCH,20250110
