orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXNGM-SWG-BILLALMR-BMB-20250725-001-19739,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-002-19740,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-003-19741,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-004-19742,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-005-19743,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-006-19744,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-007-19745,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-008-19746,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-009-19747,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-BMB-20250725-010-19748,SWG,LUNCH,1,BILLALMR,BMB,QBXNGM,20250725,ORDER_1367
1,QBXNGM-SWG-BILLALMR-TNDORI-20250725-011-19749,SWG,LUNCH,1,BILLALMR,TNDORI,QBXNGM,20250725,ORDER_1368
1,QBXNGM-SWG-BILLALMR-TNDORI-20250725-012-19750,SWG,LUNCH,1,BILLALMR,TNDORI,QBXNGM,20250725,ORDER_1368
1,QBXNGM-SWG-BILLALMR-TNDORI-20250725-013-19751,SWG,LUNCH,1,BILLALMR,TNDORI,QBXNGM,20250725,ORDER_1368
