orderedBy,uniqueCode,partnerCode,mealTimeCode,orderStatusCd,restaurantCode,partnerFoodCode,qboxRemoteLocation,foodTransactionDate,partnerPurchaseOrderId
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-001-379,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-002-380,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-003-381,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-004-382,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-005-383,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-006-384,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-007-385,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-008-386,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-009-387,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-a2bMntRd-SIVM-20250518-010-388,SWG,LUNCH,1,a2bMntRd,SIVM,QBXSHO,20250518,ORDER_105
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-011-389,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-012-390,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-013-391,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-014-392,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-015-393,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-016-394,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-017-395,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-018-396,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-019-397,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
1,QBXSHO-SWG-SANGSHOL-SSR-20250518-020-398,SWG,LUNCH,1,SANGSHOL,SSR,QBXSHO,20250518,ORDER_106
