qboxRemoteLocation,restaurantCode,partnerCode,orderStatusCd,orderedBy,partnerPurchaseOrderId,partnerFoodCode,uniqueCode,mealTimeCode,foodTransactionDate
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SIVM,1MAA-ZOM-A2B-QBXSHO-SIVM-2024sd05105-9251-311,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SIVM,1MAA-ZOM-A2B-QBXSHO-SIVM-2024051assa05-9251-321,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SIVM,1MAA-ZOM-A2B-QBXSHO-SIVM-20240sas5105-9251-331,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SIVM,1MAA-ZOM-A2B-QBXSHO-SIVM-20asas2405105-9251-332,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SMBR,1MAA-ZOM-A2B-QBXSHO-SMBR-20240asasa5105-9251-341,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SMBR,1MAA-ZOM-A2B-QBXSHO-SMBR-202405ass105-9251-351,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SMBR,1MAA-ZOM-A2B-QBXSHO-SMBR-20240ssasas5105-9251-361,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,SMBR,1MAA-ZOM-A2B-QBXSHO-SMBR-20assa2405105-9251-371,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,PASTA,1MAA-ZOM-A2B-QBXSHO-PASTA-202asas405105-9251-371,LUNCH,20250207
QBXNGM,a2bMntRd,ZOM,1,1,ZOMATO_673561813,PASTA,1MAA-ZOM-A2B-QBXSHO-PASTA-2024as05105-9251-311,LUNCH,20250207
